,country,year,value,short name,short_name
2240,Burkina Faso,1988,0,Burkina Faso,Burkina Faso
2241,Burundi,1988,0,Burundi,Burundi
2242,Cameroon,1988,0.00002,Cameroon,Cameroon
2243,Cape Verde,1988,0,Cabo Verde,Cabo Verde
2244,Central African Republic,1988,0,Central African Republic,Central African Republic
2245,Chad,1988,0,Chad,Chad
2246,Comoros,1988,0,Comoros,Comoros
2247,Congo (Brazzaville),1988,0,Congo Republic,Congo Republic
2248,Congo (Kinshasa),1988,0.00773,DR Congo,DR Congo
2249,Cote dIvoire (IvoryCoast),1988,0,Cote d'Ivoire,Cote d'Ivoire
2250,Djibouti,1988,0,Djibouti,Djibouti
2251,Egypt,1988,0.04028,Egypt,Egypt
2252,Equatorial Guinea,1988,0,Equatorial Guinea,Equatorial Guinea
2253,Eritrea,1988,--,Eritrea,Eritrea
2254,Ethiopia,1988,0,Ethiopia,Ethiopia
2255,Gabon,1988,0,Gabon,Gabon
2256,"Gambia, The",1988,0,Gambia,Gambia
2257,Ghana,1988,0.00007,Ghana,Ghana
2258,Guinea,1988,0,Guinea,Guinea
2259,Guinea-Bissau,1988,0,Guinea-Bissau,Guinea-Bissau
2260,Kenya,1988,0.00324,Kenya,Kenya
2261,Lesotho,1988,0,Lesotho,Lesotho
2262,Liberia,1988,0,Liberia,Liberia
2263,Libya,1988,0.00005,Libya,Libya
2264,Madagascar,1988,0.00032,Madagascar,Madagascar
2265,Malawi,1988,0.00042,Malawi,Malawi
2266,Mali,1988,0,Mali,Mali
2267,Mauritania,1988,0.00016,Mauritania,Mauritania
2268,Mauritius,1988,0.00108,Mauritius,Mauritius
2269,Morocco,1988,0.06518,Morocco,Morocco
2270,Mozambique,1988,0.00177,Mozambique,Mozambique
2271,Namibia,1988,0,Namibia,Namibia
2272,Niger,1988,0.00431,Niger,Niger
2273,Nigeria,1988,0.00164,Nigeria,Nigeria
2274,Reunion,1988,0,Reunion,Reunion
2275,Rwanda,1988,0,Rwanda,Rwanda
2276,Saint Helena,1988,0,St. Helena,St. Helena
2277,Sao Tome and Principe,1988,0,Sao Tome and Principe,Sao Tome and Principe
2278,Senegal,1988,0,Senegal,Senegal
2279,Seychelles,1988,0,Seychelles,Seychelles
2280,Sierra Leone,1988,0,Sierra Leone,Sierra Leone
2281,Somalia,1988,0,Somalia,Somalia
2282,South Africa,1988,2.92394,South Africa,South Africa
2283,Sudan and South Sudan,1988,0,South Sudan,South Sudan
2284,Swaziland,1988,0.00426,Eswatini,Eswatini
2285,Tanzania,1988,0.00008,Tanzania,Tanzania
2286,Togo,1988,0,Togo,Togo
2287,Tunisia,1988,0.00335,Tunisia,Tunisia
2288,Uganda,1988,0,Uganda,Uganda
2289,Western Sahara,1988,0,Western Sahara,Western Sahara
2290,Zambia,1988,0.01326,Zambia,Zambia
2291,Zimbabwe,1988,0.12562,Zimbabwe,Zimbabwe
2292,Asia & Oceania,1988,31.54323,Unknown,Unknown
2293,Afghanistan,1988,0.00335,Afghanistan,Afghanistan
2294,American Samoa,1988,0,American Samoa,American Samoa
2295,Australia,1988,1.2987,Australia,Australia
2296,Bangladesh,1988,0.00566,Bangladesh,Bangladesh
2297,Bhutan,1988,0.00055,Bhutan,Bhutan
2298,Brunei,1988,0,Brunei Darussalam,Brunei Darussalam
2299,Burma (Myanmar),1988,0.0012,Myanmar,Myanmar
2300,Cambodia,1988,0,Cambodia,Cambodia
2301,China,1988,19.92475,China,China
2302,Cook Islands,1988,0,Cook Islands,Cook Islands
2303,Fiji,1988,0.00018,Fiji,Fiji
2304,French Polynesia,1988,0,French Polynesia,French Polynesia
2305,Guam,1988,0,Guam,Guam
2306,Hawaiian Trade Zone,1988,--,Unknown,Unknown
2307,Hong Kong,1988,0.23825,Hong Kong,Hong Kong
2308,India,1988,3.74626,India,India
2309,Indonesia,1988,0.11339,Indonesia,Indonesia
2310,Japan,1988,2.64099,Japan,Japan
2311,Kiribati,1988,0,Kiribati,Kiribati
2312,"Korea, North",1988,1.63251,North Korea,North Korea
2313,"Korea, South",1988,1.02412,South Korea,South Korea
2314,Laos,1988,0.00002,Laos,Laos
2315,Macau,1988,0,Macau,Macau
2316,Malaysia,1988,0.01474,Malaysia,Malaysia
2317,Maldives,1988,0,Maldives,Maldives
2318,Mongolia,1988,0.08434,Mongolia,Mongolia
2319,Nauru,1988,0,Nauru,Nauru
2320,Nepal,1988,0.00235,Nepal,Nepal
2321,New Caledonia,1988,0.00385,New Caledonia,New Caledonia
2322,New Zealand,1988,0.06056,New Zealand,New Zealand
2323,Niue,1988,0,Niue,Niue
2324,Pakistan,1988,0.07779,Pakistan,Pakistan
2325,Papua New Guinea,1988,0.00003,Papua New Guinea,Papua New Guinea
2326,Philippines,1988,0.06174,Philippines,Philippines
2327,Samoa,1988,0,Samoa,Samoa
2328,Singapore,1988,0.00058,Singapore,Singapore
2329,Solomon Islands,1988,0,Solomon Islands,Solomon Islands
2330,Sri Lanka,1988,0.00013,Sri Lanka,Sri Lanka
2331,Taiwan,1988,0.39923,Taiwan,Taiwan
2332,Thailand,1988,0.09022,Thailand,Thailand
2333,Timor-Leste (East Timor),1988,--,Timor-Leste,Timor-Leste
2334,Tonga,1988,0,Tonga,Tonga
2335,U.S. Pacific Islands,1988,0,Unknown,Unknown
2336,Vanuatu,1988,0,Vanuatu,Vanuatu
2337,Vietnam,1988,0.11775,Vietnam,Vietnam
2338,Wake Island,1988,0,Unknown,Unknown
2339,World,1988,89.06857,Unknown,Unknown
2341,North America,1989,20.59531,Unknown,Unknown
2342,Bermuda,1989,0,Bermuda,Bermuda
2343,Canada,1989,1.35196,Canada,Canada
2344,Greenland,1989,0,Greenland,Greenland
2345,Mexico,1989,0.17359,Mexico,Mexico
2346,Saint Pierre and Miquelon,1989,0,St. Pierre and Miquelon,St. Pierre and Miquelon
2347,United States,1989,19.06976,United States,United States
2348,Central & South America,1989,0.67432,Unknown,Unknown
2349,Antarctica,1989,0,Antarctica,Antarctica
2350,Antigua and Barbuda,1989,0,Antigua and Barbuda,Antigua and Barbuda
2351,Argentina,1989,0.03631,Argentina,Argentina
2352,Aruba,1989,0,Aruba,Aruba
2353,"Bahamas, The",1989,0,Bahamas,Bahamas
2354,Barbados,1989,0,Barbados,Barbados
2355,Belize,1989,0,Belize,Belize
2356,Bolivia,1989,0,Bolivia,Bolivia
2357,Brazil,1989,0.39061,Brazil,Brazil
2358,Cayman Islands,1989,0,Cayman Islands,Cayman Islands
2359,Chile,1989,0.09318,Chile,Chile
2360,Colombia,1989,0.12108,Colombia,Colombia
2361,Costa Rica,1989,0.00006,Costa Rica,Costa Rica
2362,Cuba,1989,0.00654,Cuba,Cuba
2363,Dominica,1989,0,Dominica,Dominica
2364,Dominican Republic,1989,0.00029,Dominican Republic,Dominican Republic
2365,Ecuador,1989,0,Ecuador,Ecuador
2366,El Salvador,1989,0,El Salvador,El Salvador
2367,Falkland Islands (Islas Malvinas),1989,0,Falkland Islands,Falkland Islands
2368,French Guiana,1989,0,French Guiana,French Guiana
2369,Grenada,1989,0,Grenada,Grenada
2370,Guadeloupe,1989,0,Guadeloupe,Guadeloupe
2371,Guatemala,1989,0,Guatemala,Guatemala
2372,Guyana,1989,0,Guyana,Guyana
2373,Haiti,1989,0.00035,Haiti,Haiti
2374,Honduras,1989,0.00003,Honduras,Honduras
2375,Jamaica,1989,0.0011,Jamaica,Jamaica
2376,Martinique,1989,0,Martinique,Martinique
2377,Montserrat,1989,0,Montserrat,Montserrat
2378,Netherlands Antilles,1989,0,Unknown,Unknown
2379,Nicaragua,1989,0,Nicaragua,Nicaragua
2380,Panama,1989,0.00029,Panama,Panama
2381,Paraguay,1989,0,Paraguay,Paraguay
2382,Peru,1989,0.00747,Peru,Peru
2383,Puerto Rico,1989,0.00788,Puerto Rico,Puerto Rico
2384,Saint Kitts and Nevis,1989,0,St. Kitts and Nevis,St. Kitts and Nevis
2385,Saint Lucia,1989,0,St. Lucia,St. Lucia
2386,Saint Vincent/Grenadines,1989,0,St. Vincent and the Grenadines,St. Vincent and the Grenadines
2387,Suriname,1989,0,Suriname,Suriname
2388,Trinidad and Tobago,1989,0,Trinidad and Tobago,Trinidad and Tobago
2389,Turks and Caicos Islands,1989,0,Turks and Caicos Islands,Turks and Caicos Islands
2390,Uruguay,1989,0.00003,Uruguay,Uruguay
2391,Venezuela,1989,0.00911,Venezuela,Venezuela
2392,"Virgin Islands,  U.S.",1989,0,United States Virgin Islands,United States Virgin Islands
2393,"Virgin Islands, British",1989,0,British Virgin Islands,British Virgin Islands
2394,Europe,1989,20.65858,Unknown,Unknown
2395,Albania,1989,0.0275,Albania,Albania
2396,Austria,1989,0.13008,Austria,Austria
2397,Belgium,1989,0.38368,Belgium,Belgium
2398,Bosnia and Herzegovina,1989,--,Bosnia and Herzegovina,Bosnia and Herzegovina
2399,Bulgaria,1989,0.38922,Bulgaria,Bulgaria
2400,Croatia,1989,--,Croatia,Croatia
2401,Cyprus,1989,0.00143,Cyprus,Cyprus
2402,Czech Republic,1989,--,Czech Republic,Czech Republic
2403,Denmark,1989,0.22942,Denmark,Denmark
2404,Faroe Islands,1989,0,Faeroe Islands,Faeroe Islands
2405,Finland,1989,0.15858,Finland,Finland
2406,Former Czechoslovakia,1989,1.47592,Czech Republic,Czech Republic
2407,Former Serbia and Montenegro,1989,--,Unknown,Unknown
2408,Former Yugoslavia,1989,0.97215,Unknown,Unknown
2409,France,1989,0.73794,France,France
2410,Germany,1989,--,Germany,Germany
2411,"Germany, East",1989,2.71672,Unknown,Unknown
2412,"Germany, West",1989,2.80288,Unknown,Unknown
2413,Gibraltar,1989,0,Gibraltar,Gibraltar
2414,Greece,1989,0.34423,Greece,Greece
2415,Hungary,1989,0.266,Hungary,Hungary
2416,Iceland,1989,0.00273,Iceland,Iceland
2417,Ireland,1989,0.09235,Ireland,Ireland
2418,Italy,1989,0.5574,Italy,Italy
2419,Kosovo,1989,--,Kosovo,Kosovo
2420,Luxembourg,1989,0.04408,Luxembourg,Luxembourg
2421,Macedonia,1989,--,Macedonia,Macedonia
2422,Malta,1989,0.00802,Malta,Malta
2423,Montenegro,1989,--,Montenegro,Montenegro
2424,Netherlands,1989,0.32524,Netherlands,Netherlands
2425,Norway,1989,0.0386,Norway,Norway
2426,Poland,1989,3.69725,Poland,Poland
2427,Portugal,1989,0.10694,Portugal,Portugal
2428,Romania,1989,0.72934,Romania,Romania
2429,Serbia,1989,--,Serbia,Serbia
2430,Slovakia,1989,--,Slovakia,Slovakia
2431,Slovenia,1989,--,Slovenia,Slovenia
2432,Spain,1989,0.85554,Spain,Spain
2433,Sweden,1989,0.10245,Sweden,Sweden
2434,Switzerland,1989,0.01467,Switzerland,Switzerland
2435,Turkey,1989,0.5703,Turkey,Turkey
2436,United Kingdom,1989,2.87794,United Kingdom,United Kingdom
2437,Eurasia,1989,11.99361,Unknown,Unknown
2438,Armenia,1989,--,Armenia,Armenia
2439,Azerbaijan,1989,--,Azerbaijan,Azerbaijan
2440,Belarus,1989,--,Belarus,Belarus
2441,Estonia,1989,--,Estonia,Estonia
2442,Former U.S.S.R.,1989,11.99361,Unknown,Unknown
2443,Georgia,1989,--,Georgia,Georgia
2444,Kazakhstan,1989,--,Kazakhstan,Kazakhstan
2445,Kyrgyzstan,1989,--,Kyrgyz Republic,Kyrgyz Republic
2446,Latvia,1989,--,Latvia,Latvia
2447,Lithuania,1989,--,Lithuania,Lithuania
2448,Moldova,1989,--,Moldova,Moldova
2449,Russia,1989,--,Russia,Russia
2450,Tajikistan,1989,--,Tajikistan,Tajikistan
2451,Turkmenistan,1989,--,Turkmenistan,Turkmenistan
2452,Ukraine,1989,--,Ukraine,Ukraine
2453,Uzbekistan,1989,--,Uzbekistan,Uzbekistan
2454,Middle East,1989,0.14104,Unknown,Unknown
2455,Bahrain,1989,0,Bahrain,Bahrain
2456,Iran,1989,0.04121,Iran,Iran
2457,Iraq,1989,0.00003,Iraq,Iraq
2458,Israel,1989,0.0998,Israel,Israel
2459,Jordan,1989,0,Jordan,Jordan
2460,Kuwait,1989,0,Kuwait,Kuwait
2461,Lebanon,1989,0,Lebanon,Lebanon
2462,Oman,1989,0,Oman,Oman
2463,Palestinian Territories,1989,--,Palestine,Palestine
2464,Qatar,1989,0,Qatar,Qatar
2465,Saudi Arabia,1989,0,Saudi Arabia,Saudi Arabia
2466,Syria,1989,0,Syria,Syria
2467,United Arab Emirates,1989,0,United Arab Emirates,United Arab Emirates
2468,Yemen,1989,0,Yemen,Yemen
2469,Africa,1989,3.00512,Unknown,Unknown
2470,Algeria,1989,0.034,Algeria,Algeria
2471,Angola,1989,0,Angola,Angola
2472,Benin,1989,0,Benin,Benin
2473,Botswana,1989,0.01647,Botswana,Botswana
2474,Burkina Faso,1989,0,Burkina Faso,Burkina Faso
2475,Burundi,1989,0,Burundi,Burundi
2476,Cameroon,1989,0.00002,Cameroon,Cameroon
2477,Cape Verde,1989,0,Cabo Verde,Cabo Verde
2478,Central African Republic,1989,0,Central African Republic,Central African Republic
2479,Chad,1989,0,Chad,Chad
2480,Comoros,1989,0,Comoros,Comoros
2481,Congo (Brazzaville),1989,0,Congo Republic,Congo Republic
2482,Congo (Kinshasa),1989,0.00679,DR Congo,DR Congo
2483,Cote dIvoire (IvoryCoast),1989,0,Cote d'Ivoire,Cote d'Ivoire
2484,Djibouti,1989,0,Djibouti,Djibouti
2485,Egypt,1989,0.04173,Egypt,Egypt
2486,Equatorial Guinea,1989,0,Equatorial Guinea,Equatorial Guinea
2487,Eritrea,1989,--,Eritrea,Eritrea
2488,Ethiopia,1989,0,Ethiopia,Ethiopia
2489,Gabon,1989,0,Gabon,Gabon
2490,"Gambia, The",1989,0,Gambia,Gambia
2491,Ghana,1989,0.00007,Ghana,Ghana
2492,Guinea,1989,0,Guinea,Guinea
2493,Guinea-Bissau,1989,0,Guinea-Bissau,Guinea-Bissau
2494,Kenya,1989,0.00375,Kenya,Kenya
2495,Lesotho,1989,0,Lesotho,Lesotho
2496,Liberia,1989,0,Liberia,Liberia
2497,Libya,1989,0.00011,Libya,Libya
2498,Madagascar,1989,0.00034,Madagascar,Madagascar
2499,Malawi,1989,0.00029,Malawi,Malawi
2500,Mali,1989,0,Mali,Mali
2501,Mauritania,1989,0.00016,Mauritania,Mauritania
2502,Mauritius,1989,0.00198,Mauritius,Mauritius
2503,Morocco,1989,0.06537,Morocco,Morocco
2504,Mozambique,1989,0.00175,Mozambique,Mozambique
2505,Namibia,1989,0,Namibia,Namibia
2506,Niger,1989,0.00475,Niger,Niger
2507,Nigeria,1989,0.00148,Nigeria,Nigeria
2508,Reunion,1989,0,Reunion,Reunion
2509,Rwanda,1989,0,Rwanda,Rwanda
2510,Saint Helena,1989,0,St. Helena,St. Helena
2511,Sao Tome and Principe,1989,0,Sao Tome and Principe,Sao Tome and Principe
2512,Senegal,1989,0,Senegal,Senegal
2513,Seychelles,1989,0,Seychelles,Seychelles
2514,Sierra Leone,1989,0,Sierra Leone,Sierra Leone
2515,Somalia,1989,0,Somalia,Somalia
2516,South Africa,1989,2.67836,South Africa,South Africa
2517,Sudan and South Sudan,1989,0,South Sudan,South Sudan
2518,Swaziland,1989,0.00426,Eswatini,Eswatini
2519,Tanzania,1989,0.00008,Tanzania,Tanzania
2520,Togo,1989,0,Togo,Togo
2521,Tunisia,1989,0.00333,Tunisia,Tunisia
2522,Uganda,1989,0,Uganda,Uganda
2523,Western Sahara,1989,0,Western Sahara,Western Sahara
2524,Zambia,1989,0.01047,Zambia,Zambia
2525,Zimbabwe,1989,0.12958,Zimbabwe,Zimbabwe
2526,Asia & Oceania,1989,31.83822,Unknown,Unknown
2527,Afghanistan,1989,0.00308,Afghanistan,Afghanistan
2528,American Samoa,1989,0,American Samoa,American Samoa
2529,Australia,1989,1.41536,Australia,Australia
2530,Bangladesh,1989,0.007,Bangladesh,Bangladesh
2531,Bhutan,1989,0.00052,Bhutan,Bhutan
2532,Brunei,1989,0,Brunei Darussalam,Brunei Darussalam
2533,Burma (Myanmar),1989,0.00158,Myanmar,Myanmar
2534,Cambodia,1989,0,Cambodia,Cambodia
2535,China,1989,20.11008,China,China
2536,Cook Islands,1989,0,Cook Islands,Cook Islands
2537,Fiji,1989,0.00036,Fiji,Fiji
2538,French Polynesia,1989,0,French Polynesia,French Polynesia
2539,Guam,1989,0,Guam,Guam
2540,Hawaiian Trade Zone,1989,--,Unknown,Unknown
2541,Hong Kong,1989,0.25651,Hong Kong,Hong Kong
2542,India,1989,4.0018,India,India
2543,Indonesia,1989,0.15426,Indonesia,Indonesia
2544,Japan,1989,2.64703,Japan,Japan
2545,Kiribati,1989,0,Kiribati,Kiribati
2546,"Korea, North",1989,1.28589,North Korea,North Korea
2547,"Korea, South",1989,0.98242,South Korea,South Korea
2548,Laos,1989,0.00002,Laos,Laos
2549,Macau,1989,0,Macau,Macau
2550,Malaysia,1989,0.04581,Malaysia,Malaysia
2551,Maldives,1989,0,Maldives,Maldives
2552,Mongolia,1989,0.08095,Mongolia,Mongolia
2553,Nauru,1989,0,Nauru,Nauru
2554,Nepal,1989,0.00214,Nepal,Nepal
2555,New Caledonia,1989,0.00469,New Caledonia,New Caledonia
2556,New Zealand,1989,0.05104,New Zealand,New Zealand
2557,Niue,1989,0,Niue,Niue
2558,Pakistan,1989,0.07713,Pakistan,Pakistan
2559,Papua New Guinea,1989,0.00003,Papua New Guinea,Papua New Guinea
2560,Philippines,1989,0.05049,Philippines,Philippines
2561,Samoa,1989,0,Samoa,Samoa
2562,Singapore,1989,0.00053,Singapore,Singapore
2563,Solomon Islands,1989,0,Solomon Islands,Solomon Islands
2564,Sri Lanka,1989,0.0002,Sri Lanka,Sri Lanka
2565,Taiwan,1989,0.42846,Taiwan,Taiwan
2566,Thailand,1989,0.10863,Thailand,Thailand
2567,Timor-Leste (East Timor),1989,--,Timor-Leste,Timor-Leste
2568,Tonga,1989,0,Tonga,Tonga
2569,U.S. Pacific Islands,1989,0,Unknown,Unknown
2570,Vanuatu,1989,0,Vanuatu,Vanuatu
2571,Vietnam,1989,0.12221,Vietnam,Vietnam
2572,Wake Island,1989,0,Unknown,Unknown
2573,World,1989,88.9062,Unknown,Unknown
2575,North America,1990,20.55542,Unknown,Unknown
2576,Bermuda,1990,0,Bermuda,Bermuda
2577,Canada,1990,1.21338,Canada,Canada
2578,Greenland,1990,0,Greenland,Greenland
2579,Mexico,1990,0.1694,Mexico,Mexico
2580,Saint Pierre and Miquelon,1990,0,St. Pierre and Miquelon,St. Pierre and Miquelon
2581,United States,1990,19.17264,United States,United States
2582,Central & South America,1990,0.5738,Unknown,Unknown
2583,Antarctica,1990,0,Antarctica,Antarctica
2584,Antigua and Barbuda,1990,0,Antigua and Barbuda,Antigua and Barbuda
2585,Argentina,1990,0.02387,Argentina,Argentina
2586,Aruba,1990,0,Aruba,Aruba
2587,"Bahamas, The",1990,0,Bahamas,Bahamas
2588,Barbados,1990,0,Barbados,Barbados
2589,Belize,1990,0,Belize,Belize
2590,Bolivia,1990,0,Bolivia,Bolivia
2591,Brazil,1990,0.34926,Brazil,Brazil
2592,Cayman Islands,1990,0,Cayman Islands,Cayman Islands
2593,Chile,1990,0.10065,Chile,Chile
2594,Colombia,1990,0.07108,Colombia,Colombia
2595,Costa Rica,1990,0.00006,Costa Rica,Costa Rica
2596,Cuba,1990,0.00617,Cuba,Cuba
2597,Dominica,1990,0,Dominica,Dominica
2598,Dominican Republic,1990,0.00049,Dominican Republic,Dominican Republic
2599,Ecuador,1990,0,Ecuador,Ecuador
2600,El Salvador,1990,0,El Salvador,El Salvador
2601,Falkland Islands (Islas Malvinas),1990,0,Falkland Islands,Falkland Islands
2602,French Guiana,1990,0,French Guiana,French Guiana
2603,Grenada,1990,0,Grenada,Grenada
2604,Guadeloupe,1990,0,Guadeloupe,Guadeloupe
2605,Guatemala,1990,0,Guatemala,Guatemala
2606,Guyana,1990,0,Guyana,Guyana
2607,Haiti,1990,0.00035,Haiti,Haiti
2608,Honduras,1990,0.00003,Honduras,Honduras
2609,Jamaica,1990,0.0015,Jamaica,Jamaica
2610,Martinique,1990,0,Martinique,Martinique
2611,Montserrat,1990,0,Montserrat,Montserrat
2612,Netherlands Antilles,1990,0,Unknown,Unknown
2613,Nicaragua,1990,0,Nicaragua,Nicaragua
2614,Panama,1990,0.00085,Panama,Panama
2615,Paraguay,1990,0,Paraguay,Paraguay
2616,Peru,1990,0.00572,Peru,Peru
2617,Puerto Rico,1990,0.00564,Puerto Rico,Puerto Rico
2618,Saint Kitts and Nevis,1990,0,St. Kitts and Nevis,St. Kitts and Nevis
2619,Saint Lucia,1990,0,St. Lucia,St. Lucia
2620,Saint Vincent/Grenadines,1990,0,St. Vincent and the Grenadines,St. Vincent and the Grenadines
2621,Suriname,1990,0,Suriname,Suriname
2622,Trinidad and Tobago,1990,0,Trinidad and Tobago,Trinidad and Tobago
2623,Turks and Caicos Islands,1990,0,Turks and Caicos Islands,Turks and Caicos Islands
2624,Uruguay,1990,0.00003,Uruguay,Uruguay
2625,Venezuela,1990,0.00601,Venezuela,Venezuela
2626,"Virgin Islands,  U.S.",1990,0.00211,United States Virgin Islands,United States Virgin Islands
2627,"Virgin Islands, British",1990,0,British Virgin Islands,British Virgin Islands
2628,Europe,1990,19.41466,Unknown,Unknown
2629,Albania,1990,0.02532,Albania,Albania
2630,Austria,1990,0.14648,Austria,Austria
2631,Belgium,1990,0.40449,Belgium,Belgium
2632,Bosnia and Herzegovina,1990,--,Bosnia and Herzegovina,Bosnia and Herzegovina
2633,Bulgaria,1990,0.35837,Bulgaria,Bulgaria
2634,Croatia,1990,--,Croatia,Croatia
2635,Cyprus,1990,0.00205,Cyprus,Cyprus
2636,Czech Republic,1990,--,Czech Republic,Czech Republic
2637,Denmark,1990,0.25518,Denmark,Denmark
2638,Faroe Islands,1990,0,Faeroe Islands,Faeroe Islands
2639,Finland,1990,0.15617,Finland,Finland
2640,Former Czechoslovakia,1990,1.4089,Czech Republic,Czech Republic
2641,Former Serbia and Montenegro,1990,--,Unknown,Unknown
2642,Former Yugoslavia,1990,0.94175,Unknown,Unknown
2643,France,1990,0.76642,France,France
2644,Germany,1990,--,Germany,Germany
2645,"Germany, East",1990,2.56069,Unknown,Unknown
2646,"Germany, West",1990,2.83306,Unknown,Unknown
2647,Gibraltar,1990,0,Gibraltar,Gibraltar
2648,Greece,1990,0.3478,Greece,Greece
2649,Hungary,1990,0.22837,Hungary,Hungary
2650,Iceland,1990,0.00264,Iceland,Iceland
2651,Ireland,1990,0.08691,Ireland,Ireland
2652,Italy,1990,0.59392,Italy,Italy
2653,Kosovo,1990,--,Kosovo,Kosovo
2654,Luxembourg,1990,0.04323,Luxembourg,Luxembourg
2655,Macedonia,1990,--,Macedonia,Macedonia
2656,Malta,1990,0.00794,Malta,Malta
2657,Montenegro,1990,--,Montenegro,Montenegro
2658,Netherlands,1990,0.34774,Netherlands,Netherlands
2659,Norway,1990,0.0341,Norway,Norway
2660,Poland,1990,2.95474,Poland,Poland
2661,Portugal,1990,0.12232,Portugal,Portugal
2662,Romania,1990,0.4929,Romania,Romania
2663,Serbia,1990,--,Serbia,Serbia
2664,Slovakia,1990,--,Slovakia,Slovakia
2665,Slovenia,1990,--,Slovenia,Slovenia
2666,Spain,1990,0.82835,Spain,Spain
2667,Sweden,1990,0.10168,Sweden,Sweden
2668,Switzerland,1990,0.01488,Switzerland,Switzerland
2669,Turkey,1990,0.62451,Turkey,Turkey
2670,United Kingdom,1990,2.72373,United Kingdom,United Kingdom
2671,Eurasia,1990,13.23568,Unknown,Unknown
2672,Armenia,1990,--,Armenia,Armenia
2673,Azerbaijan,1990,--,Azerbaijan,Azerbaijan
2674,Belarus,1990,--,Belarus,Belarus
2675,Estonia,1990,--,Estonia,Estonia
2676,Former U.S.S.R.,1990,13.23568,Unknown,Unknown
2677,Georgia,1990,--,Georgia,Georgia
2678,Kazakhstan,1990,--,Kazakhstan,Kazakhstan
2679,Kyrgyzstan,1990,--,Kyrgyz Republic,Kyrgyz Republic
2680,Latvia,1990,--,Latvia,Latvia
2681,Lithuania,1990,--,Lithuania,Lithuania
2682,Moldova,1990,--,Moldova,Moldova
2683,Russia,1990,--,Russia,Russia
2684,Tajikistan,1990,--,Tajikistan,Tajikistan
2685,Turkmenistan,1990,--,Turkmenistan,Turkmenistan
2686,Ukraine,1990,--,Ukraine,Ukraine
2687,Uzbekistan,1990,--,Uzbekistan,Uzbekistan
2688,Middle East,1990,0.1394,Unknown,Unknown
2689,Bahrain,1990,0,Bahrain,Bahrain
2690,Iran,1990,0.0371,Iran,Iran
2691,Iraq,1990,0.00005,Iraq,Iraq
2692,Israel,1990,0.10224,Israel,Israel
2693,Jordan,1990,0,Jordan,Jordan
2694,Kuwait,1990,0,Kuwait,Kuwait
2695,Lebanon,1990,0,Lebanon,Lebanon
2696,Oman,1990,0,Oman,Oman
2697,Palestinian Territories,1990,--,Palestine,Palestine
2698,Qatar,1990,0,Qatar,Qatar
2699,Saudi Arabia,1990,0,Saudi Arabia,Saudi Arabia
2700,Syria,1990,0,Syria,Syria
2701,United Arab Emirates,1990,0,United Arab Emirates,United Arab Emirates
2702,Yemen,1990,0,Yemen,Yemen
2703,Africa,1990,2.97715,Unknown,Unknown
2704,Algeria,1990,0.03118,Algeria,Algeria
2705,Angola,1990,0,Angola,Angola
2706,Benin,1990,0,Benin,Benin
2707,Botswana,1990,0.01984,Botswana,Botswana
2708,Burkina Faso,1990,0,Burkina Faso,Burkina Faso
2709,Burundi,1990,0,Burundi,Burundi
2710,Cameroon,1990,0.00002,Cameroon,Cameroon
2711,Cape Verde,1990,0,Cabo Verde,Cabo Verde
2712,Central African Republic,1990,0,Central African Republic,Central African Republic
2713,Chad,1990,0,Chad,Chad
2714,Comoros,1990,0,Comoros,Comoros
2715,Congo (Brazzaville),1990,0,Congo Republic,Congo Republic
2716,Congo (Kinshasa),1990,0.00597,DR Congo,DR Congo
2717,Cote dIvoire (IvoryCoast),1990,0,Cote d'Ivoire,Cote d'Ivoire
2718,Djibouti,1990,0,Djibouti,Djibouti
2719,Egypt,1990,0.03572,Egypt,Egypt
2720,Equatorial Guinea,1990,0,Equatorial Guinea,Equatorial Guinea
2721,Eritrea,1990,--,Eritrea,Eritrea
2722,Ethiopia,1990,0,Ethiopia,Ethiopia
2723,Gabon,1990,0,Gabon,Gabon
2724,"Gambia, The",1990,0,Gambia,Gambia
2725,Ghana,1990,0.00007,Ghana,Ghana
2726,Guinea,1990,0,Guinea,Guinea
2727,Guinea-Bissau,1990,0,Guinea-Bissau,Guinea-Bissau
2728,Kenya,1990,0.00432,Kenya,Kenya
2729,Lesotho,1990,0,Lesotho,Lesotho
2730,Liberia,1990,0,Liberia,Liberia
